date,year,month,dmi
2008-05-01,2008,5,0.179
2008-06-01,2008,6,0.215
2008-07-01,2008,7,0.246
2008-08-01,2008,8,0.124
2008-09-01,2008,9,0.086
2008-10-01,2008,10,0.029
2008-11-01,2008,11,-0.128
2008-12-01,2008,12,-0.053
2009-01-01,2009,1,0.031
2009-02-01,2009,2,0.163
2009-03-01,2009,3,0.1
2009-04-01,2009,4,0.126
2009-05-01,2009,5,0.257
2009-06-01,2009,6,0.1
2009-07-01,2009,7,-0.192
2009-08-01,2009,8,-0.104
2009-09-01,2009,9,-0.103
2009-10-01,2009,10,-0.013
2009-11-01,2009,11,-0.067
2009-12-01,2009,12,0.16
2010-01-01,2010,1,0.294
2010-02-01,2010,2,0.023
2010-03-01,2010,3,0.458
2010-04-01,2010,4,0.37
2010-05-01,2010,5,-0.029
2010-06-01,2010,6,-0.14
2010-07-01,2010,7,-0.001
2010-08-01,2010,8,-0.061
2010-09-01,2010,9,-0.267
2010-10-01,2010,10,-0.437
2010-11-01,2010,11,-0.495
2010-12-01,2010,12,-0.212
2011-01-01,2011,1,0.191
2011-02-01,2011,2,0.241
2011-03-01,2011,3,0.367
2011-04-01,2011,4,0.154
2011-05-01,2011,5,-0.089
2011-06-01,2011,6,0.055
2011-07-01,2011,7,0.223
2011-08-01,2011,8,0.344
2011-09-01,2011,9,0.202
2011-10-01,2011,10,0.356
2011-11-01,2011,11,0.336
2011-12-01,2011,12,-0.128
2012-01-01,2012,1,0.046
2012-02-01,2012,2,-0.078
2012-03-01,2012,3,0.026
2012-04-01,2012,4,-0.271
2012-05-01,2012,5,-0.37
2012-06-01,2012,6,0.0
2012-07-01,2012,7,0.546
2012-08-01,2012,8,0.652
2012-09-01,2012,9,0.453
2012-10-01,2012,10,0.11
2012-11-01,2012,11,-0.099
2012-12-01,2012,12,0.267
2013-01-01,2013,1,-0.065
2013-02-01,2013,2,0.189
2013-03-01,2013,3,0.083
2013-04-01,2013,4,-0.297
2013-05-01,2013,5,-0.506
2013-06-01,2013,6,-0.497
2013-07-01,2013,7,-0.181
2013-08-01,2013,8,-0.194
2013-09-01,2013,9,-0.31
2013-10-01,2013,10,-0.168
2013-11-01,2013,11,0.199
2013-12-01,2013,12,0.141
2014-01-01,2014,1,-0.101
2014-02-01,2014,2,-0.089
2014-03-01,2014,3,-0.151
2014-04-01,2014,4,-0.058
2014-05-01,2014,5,-0.092
2014-06-01,2014,6,-0.028
2014-07-01,2014,7,-0.363
2014-08-01,2014,8,-0.372
2014-09-01,2014,9,-0.145
2014-10-01,2014,10,0.141
2014-11-01,2014,11,0.009
2014-12-01,2014,12,0.046
2015-01-01,2015,1,-0.1
2015-02-01,2015,2,-0.345
2015-03-01,2015,3,-0.241
2015-04-01,2015,4,-0.008
2015-05-01,2015,5,0.24
2015-06-01,2015,6,0.296
2015-07-01,2015,7,0.225
2015-08-01,2015,8,0.568
2015-09-01,2015,9,0.294
2015-10-01,2015,10,0.482
2015-11-01,2015,11,0.347
2015-12-01,2015,12,0.272
2016-01-01,2016,1,0.265
2016-02-01,2016,2,-0.11
2016-03-01,2016,3,-0.008
2016-04-01,2016,4,0.146
2016-05-01,2016,5,-0.113
2016-06-01,2016,6,-0.443
2016-07-01,2016,7,-0.757
2016-08-01,2016,8,-0.443
2016-09-01,2016,9,-0.437
2016-10-01,2016,10,-0.371
2016-11-01,2016,11,-0.382
2016-12-01,2016,12,-0.31
2017-01-01,2017,1,-0.086
2017-02-01,2017,2,0.101
2017-03-01,2017,3,0.357
2017-04-01,2017,4,0.498
2017-05-01,2017,5,0.536
2017-06-01,2017,6,0.424
2017-07-01,2017,7,0.52
2017-08-01,2017,8,0.349
2017-09-01,2017,9,0.035
2017-10-01,2017,10,0.015
2017-11-01,2017,11,0.289
2017-12-01,2017,12,0.11
2018-01-01,2018,1,-0.2
2018-02-01,2018,2,0.216
2018-03-01,2018,3,-0.12
2018-04-01,2018,4,-0.083
2018-05-01,2018,5,0.122
2018-06-01,2018,6,0.155
2018-07-01,2018,7,0.053
2018-08-01,2018,8,0.121
2018-09-01,2018,9,0.604
2018-10-01,2018,10,0.684
2018-11-01,2018,11,0.5
2018-12-01,2018,12,0.309
2019-01-01,2019,1,0.387
2019-02-01,2019,2,0.416
2019-03-01,2019,3,0.225
2019-04-01,2019,4,0.258
2019-05-01,2019,5,0.54
2019-06-01,2019,6,0.605
2019-07-01,2019,7,0.597
2019-08-01,2019,8,0.436
2019-09-01,2019,9,0.892
2019-10-01,2019,10,0.964
2019-11-01,2019,11,0.835
2019-12-01,2019,12,0.243
2020-01-01,2020,1,0.173
2020-02-01,2020,2,0.054
2020-03-01,2020,3,0.019
2020-04-01,2020,4,-0.011
2020-05-01,2020,5,0.298
2020-06-01,2020,6,0.455
2020-07-01,2020,7,0.319
2020-08-01,2020,8,-0.183
2020-09-01,2020,9,-0.189
2020-10-01,2020,10,0.074
2020-11-01,2020,11,0.02
2020-12-01,2020,12,0.031
2021-01-01,2021,1,0.051
2021-02-01,2021,2,0.243
2021-03-01,2021,3,0.267
2021-04-01,2021,4,0.25
2021-05-01,2021,5,0.009
2021-06-01,2021,6,-0.002
2021-07-01,2021,7,-0.229
2021-08-01,2021,8,-0.099
2021-09-01,2021,9,-0.058
2021-10-01,2021,10,-0.091
2021-11-01,2021,11,0.069
2021-12-01,2021,12,-0.12
2022-01-01,2022,1,-0.056
2022-02-01,2022,2,-0.082
2022-03-01,2022,3,-0.093
2022-04-01,2022,4,-0.068
2022-05-01,2022,5,-0.122
2022-06-01,2022,6,-0.335
2022-07-01,2022,7,-0.195
2022-08-01,2022,8,-0.246
2022-09-01,2022,9,-0.322
2022-10-01,2022,10,-0.691
2022-11-01,2022,11,-0.269
2022-12-01,2022,12,-0.091
2023-01-01,2023,1,0.11
2023-02-01,2023,2,0.157
2023-03-01,2023,3,0.414
2023-04-01,2023,4,0.56
2023-05-01,2023,5,0.443
2023-06-01,2023,6,0.665
2023-07-01,2023,7,0.498
2023-08-01,2023,8,0.826
2023-09-01,2023,9,0.946
2023-10-01,2023,10,0.804
2023-11-01,2023,11,0.92
2023-12-01,2023,12,0.852
2024-01-01,2024,1,0.765
2024-02-01,2024,2,0.327
2024-03-01,2024,3,0.421
2024-04-01,2024,4,0.44
2024-05-01,2024,5,0.298
2024-06-01,2024,6,0.197
2024-07-01,2024,7,0.033
2024-08-01,2024,8,0.267
2024-09-01,2024,9,0.115
2024-10-01,2024,10,-0.196
2024-11-01,2024,11,-0.382
2024-12-01,2024,12,-0.331
2025-01-01,2025,1,-0.196
2025-02-01,2025,2,0.017
2025-03-01,2025,3,0.058
2025-04-01,2025,4,0.149
2025-05-01,2025,5,0.107
2025-06-01,2025,6,-0.014
2025-07-01,2025,7,-0.072
2025-08-01,2025,8,-0.42
2025-09-01,2025,9,-0.467
2025-10-01,2025,10,-0.448
2025-11-01,2025,11,-0.256
2025-12-01,2025,12,-0.017
2026-01-01,2026,1,0.123
2026-02-01,2026,2,0.529
2026-03-01,2026,3,0.285
2026-04-01,2026,4,0.279
2026-05-01,2026,5,0.146
