date,year,month,pdo
1870-01-01,1870,1,0.366
1870-02-01,1870,2,0.774
1870-03-01,1870,3,-0.311
1870-04-01,1870,4,-0.848
1870-05-01,1870,5,-0.663
1870-06-01,1870,6,-1.273
1870-07-01,1870,7,-0.195
1870-08-01,1870,8,0.284
1870-09-01,1870,9,0.438
1870-10-01,1870,10,-0.83
1870-11-01,1870,11,-0.828
1870-12-01,1870,12,-1.017
1871-01-01,1871,1,-0.147
1871-02-01,1871,2,-1.043
1871-03-01,1871,3,-0.371
1871-04-01,1871,4,-0.382
1871-05-01,1871,5,-0.909
1871-06-01,1871,6,-1.641
1871-07-01,1871,7,-0.988
1871-08-01,1871,8,-0.581
1871-09-01,1871,9,-0.365
1871-10-01,1871,10,-0.084
1871-11-01,1871,11,-0.523
1871-12-01,1871,12,-0.21
1872-01-01,1872,1,-0.927
1872-02-01,1872,2,-0.497
1872-03-01,1872,3,-0.261
1872-04-01,1872,4,-0.629
1872-05-01,1872,5,-0.455
1872-06-01,1872,6,-0.13
1872-07-01,1872,7,-0.131
1872-08-01,1872,8,-1.162
1872-09-01,1872,9,-0.9
1872-10-01,1872,10,-0.528
1872-11-01,1872,11,-0.85
1872-12-01,1872,12,-0.984
1873-01-01,1873,1,-0.524
1873-02-01,1873,2,-1.194
1873-03-01,1873,3,-1.074
1873-04-01,1873,4,-1.177
1873-05-01,1873,5,0.101
1873-06-01,1873,6,-0.311
1873-07-01,1873,7,0.214
1873-08-01,1873,8,-1.032
1873-09-01,1873,9,-0.286
1873-10-01,1873,10,-0.838
1873-11-01,1873,11,-0.952
1873-12-01,1873,12,-0.964
1874-01-01,1874,1,-0.921
1874-02-01,1874,2,-1.168
1874-03-01,1874,3,-1.305
1874-04-01,1874,4,0.102
1874-05-01,1874,5,-0.034
1874-06-01,1874,6,-0.355
1874-07-01,1874,7,-0.288
1874-08-01,1874,8,-0.789
1874-09-01,1874,9,-1.187
1874-10-01,1874,10,-0.597
1874-11-01,1874,11,-0.641
1874-12-01,1874,12,-1.152
1875-01-01,1875,1,-0.236
1875-02-01,1875,2,-1.01
1875-03-01,1875,3,-0.843
1875-04-01,1875,4,-0.8
1875-05-01,1875,5,-1.21
1875-06-01,1875,6,-1.114
1875-07-01,1875,7,-0.594
1875-08-01,1875,8,-1.074
1875-09-01,1875,9,-0.615
1875-10-01,1875,10,-0.012
1875-11-01,1875,11,0.651
1875-12-01,1875,12,-0.271
1876-01-01,1876,1,-1.008
1876-02-01,1876,2,-0.231
1876-03-01,1876,3,-0.549
1876-04-01,1876,4,-1.402
1876-05-01,1876,5,-1.028
1876-06-01,1876,6,-1.238
1876-07-01,1876,7,-0.558
1876-08-01,1876,8,-1.617
1876-09-01,1876,9,-1.358
1876-10-01,1876,10,0.794
1876-11-01,1876,11,0.31
1876-12-01,1876,12,0.466
1877-01-01,1877,1,0.58
1877-02-01,1877,2,0.744
1877-03-01,1877,3,-0.135
1877-04-01,1877,4,0.915
1877-05-01,1877,5,-0.25
1877-06-01,1877,6,0.781
1877-07-01,1877,7,2.201
1877-08-01,1877,8,1.834
1877-09-01,1877,9,1.564
1877-10-01,1877,10,1.152
1877-11-01,1877,11,1.621
1877-12-01,1877,12,1.13
1878-01-01,1878,1,1.496
1878-02-01,1878,2,1.556
1878-03-01,1878,3,1.488
1878-04-01,1878,4,1.055
1878-05-01,1878,5,1.563
1878-06-01,1878,6,1.332
1878-07-01,1878,7,1.06
1878-08-01,1878,8,0.35
1878-09-01,1878,9,-0.339
1878-10-01,1878,10,-0.716
1878-11-01,1878,11,-0.035
1878-12-01,1878,12,1.134
1879-01-01,1879,1,0.762
1879-02-01,1879,2,0.353
1879-03-01,1879,3,0.587
1879-04-01,1879,4,0.735
1879-05-01,1879,5,-0.282
1879-06-01,1879,6,-1.206
1879-07-01,1879,7,-0.768
1879-08-01,1879,8,-0.659
1879-09-01,1879,9,0.038
1879-10-01,1879,10,-0.261
1879-11-01,1879,11,-0.461
1879-12-01,1879,12,0.13
1880-01-01,1880,1,0.32
1880-02-01,1880,2,-0.459
1880-03-01,1880,3,-1.057
1880-04-01,1880,4,-0.994
1880-05-01,1880,5,-2.276
1880-06-01,1880,6,-1.776
1880-07-01,1880,7,-1.422
1880-08-01,1880,8,-0.913
1880-09-01,1880,9,-1.215
1880-10-01,1880,10,-0.19
1880-11-01,1880,11,-0.055
1880-12-01,1880,12,-0.336
1881-01-01,1881,1,-0.052
1881-02-01,1881,2,0.01
1881-03-01,1881,3,0.223
1881-04-01,1881,4,0.845
1881-05-01,1881,5,0.888
1881-06-01,1881,6,0.772
1881-07-01,1881,7,-0.454
1881-08-01,1881,8,-0.604
1881-09-01,1881,9,-0.686
1881-10-01,1881,10,-0.295
1881-11-01,1881,11,-0.522
1881-12-01,1881,12,-1.507
1882-01-01,1882,1,-1.414
1882-02-01,1882,2,-1.839
1882-03-01,1882,3,-1.445
1882-04-01,1882,4,-1.159
1882-05-01,1882,5,-0.78
1882-06-01,1882,6,-0.163
1882-07-01,1882,7,-1.473
1882-08-01,1882,8,-0.582
1882-09-01,1882,9,-0.83
1882-10-01,1882,10,-0.997
1882-11-01,1882,11,-0.69
1882-12-01,1882,12,-0.205
1883-01-01,1883,1,-0.226
1883-02-01,1883,2,-1.291
1883-03-01,1883,3,-0.199
1883-04-01,1883,4,-0.05
1883-05-01,1883,5,0.066
1883-06-01,1883,6,-0.403
1883-07-01,1883,7,-0.681
1883-08-01,1883,8,-0.777
1883-09-01,1883,9,-0.071
1883-10-01,1883,10,-0.599
1883-11-01,1883,11,-0.51
1883-12-01,1883,12,-0.362
1884-01-01,1884,1,-0.925
1884-02-01,1884,2,-1.41
1884-03-01,1884,3,-0.635
1884-04-01,1884,4,-0.21
1884-05-01,1884,5,0.559
1884-06-01,1884,6,1.097
1884-07-01,1884,7,0.678
1884-08-01,1884,8,1.219
1884-09-01,1884,9,0.482
1884-10-01,1884,10,-0.265
1884-11-01,1884,11,1.015
1884-12-01,1884,12,0.503
1885-01-01,1885,1,0.652
1885-02-01,1885,2,0.897
1885-03-01,1885,3,1.302
1885-04-01,1885,4,1.469
1885-05-01,1885,5,1.439
1885-06-01,1885,6,0.374
1885-07-01,1885,7,0.409
1885-08-01,1885,8,1.151
1885-09-01,1885,9,0.806
1885-10-01,1885,10,1.19
1885-11-01,1885,11,1.324
1885-12-01,1885,12,0.884
1886-01-01,1886,1,0.804
1886-02-01,1886,2,0.782
1886-03-01,1886,3,0.4
1886-04-01,1886,4,0.117
1886-05-01,1886,5,0.245
1886-06-01,1886,6,-0.578
1886-07-01,1886,7,0.201
1886-08-01,1886,8,0.4
1886-09-01,1886,9,-0.37
1886-10-01,1886,10,-0.489
1886-11-01,1886,11,-0.463
1886-12-01,1886,12,-0.009
1887-01-01,1887,1,-0.124
1887-02-01,1887,2,-0.061
1887-03-01,1887,3,-0.472
1887-04-01,1887,4,-0.361
1887-05-01,1887,5,0.021
1887-06-01,1887,6,-0.049
1887-07-01,1887,7,-0.06
1887-08-01,1887,8,-1.048
1887-09-01,1887,9,-1.138
1887-10-01,1887,10,-0.495
1887-11-01,1887,11,-0.044
1887-12-01,1887,12,-0.766
1888-01-01,1888,1,-0.659
1888-02-01,1888,2,0.577
1888-03-01,1888,3,0.15
1888-04-01,1888,4,-0.049
1888-05-01,1888,5,0.724
1888-06-01,1888,6,2.038
1888-07-01,1888,7,0.887
1888-08-01,1888,8,0.283
1888-09-01,1888,9,1.3
1888-10-01,1888,10,1.879
1888-11-01,1888,11,1.022
1888-12-01,1888,12,1.011
1889-01-01,1889,1,0.972
1889-02-01,1889,2,0.869
1889-03-01,1889,3,1.013
1889-04-01,1889,4,0.987
1889-05-01,1889,5,1.266
1889-06-01,1889,6,1.301
1889-07-01,1889,7,0.903
1889-08-01,1889,8,0.036
1889-09-01,1889,9,-0.293
1889-10-01,1889,10,-0.423
1889-11-01,1889,11,-0.315
1889-12-01,1889,12,0.066
1890-01-01,1890,1,-1.412
1890-02-01,1890,2,-1.48
1890-03-01,1890,3,-1.109
1890-04-01,1890,4,-1.11
1890-05-01,1890,5,-0.441
1890-06-01,1890,6,-1.016
1890-07-01,1890,7,-1.164
1890-08-01,1890,8,-0.367
1890-09-01,1890,9,-1.28
1890-10-01,1890,10,-0.395
1890-11-01,1890,11,-0.241
1890-12-01,1890,12,0.429
1891-01-01,1891,1,0.356
1891-02-01,1891,2,-0.249
1891-03-01,1891,3,0.023
1891-04-01,1891,4,0.084
1891-05-01,1891,5,0.84
1891-06-01,1891,6,0.784
1891-07-01,1891,7,0.931
1891-08-01,1891,8,0.2
1891-09-01,1891,9,0.235
1891-10-01,1891,10,0.098
1891-11-01,1891,11,0.014
1891-12-01,1891,12,-0.058
1892-01-01,1892,1,-0.218
1892-02-01,1892,2,-0.603
1892-03-01,1892,3,-0.175
1892-04-01,1892,4,-0.197
1892-05-01,1892,5,0.066
1892-06-01,1892,6,-0.959
1892-07-01,1892,7,-0.954
1892-08-01,1892,8,-0.77
1892-09-01,1892,9,-1.197
1892-10-01,1892,10,-0.556
1892-11-01,1892,11,-0.391
1892-12-01,1892,12,-0.382
1893-01-01,1893,1,0.306
1893-02-01,1893,2,0.368
1893-03-01,1893,3,-0.399
1893-04-01,1893,4,-0.898
1893-05-01,1893,5,-0.572
1893-06-01,1893,6,-1.296
1893-07-01,1893,7,-0.861
1893-08-01,1893,8,-0.712
1893-09-01,1893,9,-0.885
1893-10-01,1893,10,-1.466
1893-11-01,1893,11,-0.869
1893-12-01,1893,12,-0.993
1894-01-01,1894,1,-0.766
1894-02-01,1894,2,-0.701
1894-03-01,1894,3,-1.182
1894-04-01,1894,4,-2.017
1894-05-01,1894,5,-1.591
1894-06-01,1894,6,-1.759
1894-07-01,1894,7,-1.583
1894-08-01,1894,8,-1.138
1894-09-01,1894,9,-1.665
1894-10-01,1894,10,-1.774
1894-11-01,1894,11,-0.309
1894-12-01,1894,12,-0.43
1895-01-01,1895,1,0.48
1895-02-01,1895,2,0.259
1895-03-01,1895,3,0.122
1895-04-01,1895,4,0.155
1895-05-01,1895,5,-0.683
1895-06-01,1895,6,-0.554
1895-07-01,1895,7,-0.212
1895-08-01,1895,8,0.123
1895-09-01,1895,9,0.163
1895-10-01,1895,10,0.315
1895-11-01,1895,11,0.515
1895-12-01,1895,12,0.093
1896-01-01,1896,1,0.583
1896-02-01,1896,2,0.802
1896-03-01,1896,3,0.467
1896-04-01,1896,4,0.27
1896-05-01,1896,5,-0.074
1896-06-01,1896,6,-0.377
1896-07-01,1896,7,0.299
1896-08-01,1896,8,0.592
1896-09-01,1896,9,1.302
1896-10-01,1896,10,1.346
1896-11-01,1896,11,0.039
1896-12-01,1896,12,1.091
1897-01-01,1897,1,1.279
1897-02-01,1897,2,0.544
1897-03-01,1897,3,0.947
1897-04-01,1897,4,1.07
1897-05-01,1897,5,1.121
1897-06-01,1897,6,1.199
1897-07-01,1897,7,0.859
1897-08-01,1897,8,1.003
1897-09-01,1897,9,0.572
1897-10-01,1897,10,1.171
1897-11-01,1897,11,0.302
1897-12-01,1897,12,-0.007
1898-01-01,1898,1,-0.795
1898-02-01,1898,2,-0.245
1898-03-01,1898,3,-0.665
1898-04-01,1898,4,0.02
1898-05-01,1898,5,-0.171
1898-06-01,1898,6,-0.474
1898-07-01,1898,7,-0.068
1898-08-01,1898,8,-0.022
1898-09-01,1898,9,0.428
1898-10-01,1898,10,-0.58
1898-11-01,1898,11,-0.563
1898-12-01,1898,12,0.346
1899-01-01,1899,1,-0.618
1899-02-01,1899,2,-0.568
1899-03-01,1899,3,-0.662
1899-04-01,1899,4,-0.529
1899-05-01,1899,5,-0.579
1899-06-01,1899,6,-1.067
1899-07-01,1899,7,-1.25
1899-08-01,1899,8,0.075
1899-09-01,1899,9,0.88
1899-10-01,1899,10,0.23
1899-11-01,1899,11,0.887
1899-12-01,1899,12,1.344
1900-01-01,1900,1,0.848
1900-02-01,1900,2,0.565
1900-03-01,1900,3,1.164
1900-04-01,1900,4,1.401
1900-05-01,1900,5,1.321
1900-06-01,1900,6,0.74
1900-07-01,1900,7,1.252
1900-08-01,1900,8,1.112
1900-09-01,1900,9,0.917
1900-10-01,1900,10,0.561
1900-11-01,1900,11,-0.195
1900-12-01,1900,12,1.489
1901-01-01,1901,1,1.063
1901-02-01,1901,2,1.005
1901-03-01,1901,3,0.929
1901-04-01,1901,4,0.084
1901-05-01,1901,5,-0.317
1901-06-01,1901,6,-0.659
1901-07-01,1901,7,-0.578
1901-08-01,1901,8,-0.714
1901-09-01,1901,9,-0.127
1901-10-01,1901,10,0.086
1901-11-01,1901,11,0.231
1901-12-01,1901,12,0.608
1902-01-01,1902,1,0.923
1902-02-01,1902,2,1.178
1902-03-01,1902,3,0.503
1902-04-01,1902,4,1.316
1902-05-01,1902,5,0.759
1902-06-01,1902,6,1.414
1902-07-01,1902,7,2.55
1902-08-01,1902,8,1.548
1902-09-01,1902,9,0.662
1902-10-01,1902,10,1.012
1902-11-01,1902,11,0.28
1902-12-01,1902,12,0.028
1903-01-01,1903,1,0.19
1903-02-01,1903,2,0.188
1903-03-01,1903,3,0.276
1903-04-01,1903,4,-0.255
1903-05-01,1903,5,0.297
1903-06-01,1903,6,0.15
1903-07-01,1903,7,1.183
1903-08-01,1903,8,0.953
1903-09-01,1903,9,0.188
1903-10-01,1903,10,-0.152
1903-11-01,1903,11,0.264
1903-12-01,1903,12,0.644
1904-01-01,1904,1,0.429
1904-02-01,1904,2,-0.553
1904-03-01,1904,3,-0.343
1904-04-01,1904,4,-0.632
1904-05-01,1904,5,-0.441
1904-06-01,1904,6,-0.118
1904-07-01,1904,7,-0.416
1904-08-01,1904,8,0.335
1904-09-01,1904,9,1.286
1904-10-01,1904,10,0.809
1904-11-01,1904,11,1.113
1904-12-01,1904,12,1.29
1905-01-01,1905,1,0.964
1905-02-01,1905,2,1.65
1905-03-01,1905,3,2.371
1905-04-01,1905,4,1.118
1905-05-01,1905,5,1.269
1905-06-01,1905,6,1.144
1905-07-01,1905,7,1.128
1905-08-01,1905,8,2.276
1905-09-01,1905,9,0.978
1905-10-01,1905,10,0.427
1905-11-01,1905,11,1.252
1905-12-01,1905,12,0.969
1906-01-01,1906,1,1.405
1906-02-01,1906,2,1.336
1906-03-01,1906,3,0.748
1906-04-01,1906,4,1.355
1906-05-01,1906,5,1.404
1906-06-01,1906,6,1.19
1906-07-01,1906,7,0.505
1906-08-01,1906,8,-0.18
1906-09-01,1906,9,-0.681
1906-10-01,1906,10,0.288
1906-11-01,1906,11,0.81
1906-12-01,1906,12,-0.012
1907-01-01,1907,1,-0.443
1907-02-01,1907,2,0.589
1907-03-01,1907,3,-0.061
1907-04-01,1907,4,-0.118
1907-05-01,1907,5,0.056
1907-06-01,1907,6,0.735
1907-07-01,1907,7,0.944
1907-08-01,1907,8,-0.042
1907-09-01,1907,9,0.194
1907-10-01,1907,10,1.105
1907-11-01,1907,11,0.65
1907-12-01,1907,12,0.68
1908-01-01,1908,1,0.845
1908-02-01,1908,2,0.392
1908-03-01,1908,3,0.728
1908-04-01,1908,4,-0.072
1908-05-01,1908,5,0.036
1908-06-01,1908,6,0.098
1908-07-01,1908,7,0.148
1908-08-01,1908,8,-0.871
1908-09-01,1908,9,-0.122
1908-10-01,1908,10,-0.096
1908-11-01,1908,11,0.387
1908-12-01,1908,12,0.735
1909-01-01,1909,1,-0.011
1909-02-01,1909,2,-0.162
1909-03-01,1909,3,0.107
1909-04-01,1909,4,-0.005
1909-05-01,1909,5,-0.364
1909-06-01,1909,6,-0.396
1909-07-01,1909,7,-0.909
1909-08-01,1909,8,-0.796
1909-09-01,1909,9,-1.276
1909-10-01,1909,10,-1.115
1909-11-01,1909,11,-1.396
1909-12-01,1909,12,-0.956
1910-01-01,1910,1,-1.661
1910-02-01,1910,2,-1.183
1910-03-01,1910,3,-0.668
1910-04-01,1910,4,-1.003
1910-05-01,1910,5,-0.976
1910-06-01,1910,6,-1.183
1910-07-01,1910,7,-0.38
1910-08-01,1910,8,-0.944
1910-09-01,1910,9,-0.954
1910-10-01,1910,10,-1.342
1910-11-01,1910,11,-0.581
1910-12-01,1910,12,0.264
1911-01-01,1911,1,-0.239
1911-02-01,1911,2,-1.15
1911-03-01,1911,3,-1.065
1911-04-01,1911,4,-1.031
1911-05-01,1911,5,-0.846
1911-06-01,1911,6,-1.333
1911-07-01,1911,7,-0.692
1911-08-01,1911,8,-0.46
1911-09-01,1911,9,-0.273
1911-10-01,1911,10,-0.426
1911-11-01,1911,11,-0.27
1911-12-01,1911,12,-0.17
1912-01-01,1912,1,-0.147
1912-02-01,1912,2,0.531
1912-03-01,1912,3,-0.334
1912-04-01,1912,4,-0.089
1912-05-01,1912,5,-0.041
1912-06-01,1912,6,0.244
1912-07-01,1912,7,0.641
1912-08-01,1912,8,-0.041
1912-09-01,1912,9,0.835
1912-10-01,1912,10,0.42
1912-11-01,1912,11,0.202
1912-12-01,1912,12,0.03
1913-01-01,1913,1,-0.639
1913-02-01,1913,2,0.31
1913-03-01,1913,3,-0.235
1913-04-01,1913,4,-0.812
1913-05-01,1913,5,-0.507
1913-06-01,1913,6,0.282
1913-07-01,1913,7,0.593
1913-08-01,1913,8,0.819
1913-09-01,1913,9,0.358
1913-10-01,1913,10,0.542
1913-11-01,1913,11,0.346
1913-12-01,1913,12,0.163
1914-01-01,1914,1,0.291
1914-02-01,1914,2,0.149
1914-03-01,1914,3,0.471
1914-04-01,1914,4,0.932
1914-05-01,1914,5,0.394
1914-06-01,1914,6,-0.663
1914-07-01,1914,7,-1.153
1914-08-01,1914,8,-0.206
1914-09-01,1914,9,-0.829
1914-10-01,1914,10,-0.965
1914-11-01,1914,11,0.025
1914-12-01,1914,12,0.072
1915-01-01,1915,1,0.364
1915-02-01,1915,2,0.046
1915-03-01,1915,3,1.04
1915-04-01,1915,4,1.368
1915-05-01,1915,5,1.918
1915-06-01,1915,6,1.607
1915-07-01,1915,7,1.31
1915-08-01,1915,8,0.493
1915-09-01,1915,9,-0.041
1915-10-01,1915,10,-0.945
1915-11-01,1915,11,-0.848
1915-12-01,1915,12,-0.549
1916-01-01,1916,1,-0.85
1916-02-01,1916,2,-0.862
1916-03-01,1916,3,-0.58
1916-04-01,1916,4,-0.173
1916-05-01,1916,5,-0.159
1916-06-01,1916,6,-1.24
1916-07-01,1916,7,-0.972
1916-08-01,1916,8,-1.411
1916-09-01,1916,9,-1.295
1916-10-01,1916,10,-1.359
1916-11-01,1916,11,-1.844
1916-12-01,1916,12,-1.755
1917-01-01,1917,1,-1.499
1917-02-01,1917,2,-1.267
1917-03-01,1917,3,-1.59
1917-04-01,1917,4,-1.163
1917-05-01,1917,5,-0.909
1917-06-01,1917,6,-0.781
1917-07-01,1917,7,-0.266
1917-08-01,1917,8,0.041
1917-09-01,1917,9,-0.6
1917-10-01,1917,10,-0.906
1917-11-01,1917,11,-0.658
1917-12-01,1917,12,-0.347
1918-01-01,1918,1,0.378
1918-02-01,1918,2,-0.455
1918-03-01,1918,3,-0.745
1918-04-01,1918,4,-0.578
1918-05-01,1918,5,-0.467
1918-06-01,1918,6,-0.177
1918-07-01,1918,7,0.505
1918-08-01,1918,8,0.494
1918-09-01,1918,9,0.388
1918-10-01,1918,10,1.318
1918-11-01,1918,11,1.043
1918-12-01,1918,12,0.598
1919-01-01,1919,1,1.033
1919-02-01,1919,2,0.467
1919-03-01,1919,3,-0.132
1919-04-01,1919,4,-0.014
1919-05-01,1919,5,-0.066
1919-06-01,1919,6,-0.458
1919-07-01,1919,7,-0.968
1919-08-01,1919,8,-0.233
1919-09-01,1919,9,0.398
1919-10-01,1919,10,0.231
1919-11-01,1919,11,-0.118
1919-12-01,1919,12,0.157
1920-01-01,1920,1,-0.069
1920-02-01,1920,2,-0.492
1920-03-01,1920,3,-0.383
1920-04-01,1920,4,-0.945
1920-05-01,1920,5,-0.437
1920-06-01,1920,6,-0.577
1920-07-01,1920,7,-0.567
1920-08-01,1920,8,-1.15
1920-09-01,1920,9,-1.213
1920-10-01,1920,10,-1.327
1920-11-01,1920,11,-0.595
1920-12-01,1920,12,-0.567
1921-01-01,1921,1,-0.666
1921-02-01,1921,2,-1.001
1921-03-01,1921,3,-0.82
1921-04-01,1921,4,-1.4
1921-05-01,1921,5,-1.536
1921-06-01,1921,6,-0.909
1921-07-01,1921,7,-1.401
1921-08-01,1921,8,-1.132
1921-09-01,1921,9,-0.962
1921-10-01,1921,10,-0.871
1921-11-01,1921,11,-0.122
1921-12-01,1921,12,0.331
1922-01-01,1922,1,-0.208
1922-02-01,1922,2,-1.19
1922-03-01,1922,3,-1.071
1922-04-01,1922,4,-1.266
1922-05-01,1922,5,-1.431
1922-06-01,1922,6,-0.905
1922-07-01,1922,7,-0.291
1922-08-01,1922,8,-0.442
1922-09-01,1922,9,-0.442
1922-10-01,1922,10,0.249
1922-11-01,1922,11,-0.526
1922-12-01,1922,12,-0.016
1923-01-01,1923,1,0.127
1923-02-01,1923,2,-0.318
1923-03-01,1923,3,-0.485
1923-04-01,1923,4,-0.142
1923-05-01,1923,5,0.088
1923-06-01,1923,6,-0.533
1923-07-01,1923,7,0.635
1923-08-01,1923,8,-0.003
1923-09-01,1923,9,-0.115
1923-10-01,1923,10,0.718
1923-11-01,1923,11,0.607
1923-12-01,1923,12,0.128
1924-01-01,1924,1,-0.149
1924-02-01,1924,2,0.058
1924-03-01,1924,3,0.092
1924-04-01,1924,4,-0.347
1924-05-01,1924,5,-0.092
1924-06-01,1924,6,0.166
1924-07-01,1924,7,-0.64
1924-08-01,1924,8,-0.885
1924-09-01,1924,9,-1.064
1924-10-01,1924,10,-1.566
1924-11-01,1924,11,-0.975
1924-12-01,1924,12,-0.167
1925-01-01,1925,1,-0.739
1925-02-01,1925,2,-0.227
1925-03-01,1925,3,-0.254
1925-04-01,1925,4,-0.299
1925-05-01,1925,5,-0.276
1925-06-01,1925,6,-0.824
1925-07-01,1925,7,-0.083
1925-08-01,1925,8,-0.495
1925-09-01,1925,9,0.154
1925-10-01,1925,10,0.721
1925-11-01,1925,11,1.043
1925-12-01,1925,12,1.208
1926-01-01,1926,1,1.559
1926-02-01,1926,2,1.509
1926-03-01,1926,3,1.48
1926-04-01,1926,4,1.942
1926-05-01,1926,5,2.153
1926-06-01,1926,6,1.733
1926-07-01,1926,7,1.804
