date,year,month,tpi
1854-01-01,1854,1,0.356
1854-02-01,1854,2,0.026
1854-03-01,1854,3,-0.043
1854-04-01,1854,4,0.141
1854-05-01,1854,5,0.234
1854-06-01,1854,6,0.339
1854-07-01,1854,7,-0.05
1854-08-01,1854,8,-0.685
1854-09-01,1854,9,-0.395
1854-10-01,1854,10,-0.744
1854-11-01,1854,11,-0.708
1854-12-01,1854,12,-1.07
1855-01-01,1855,1,-0.319
1855-02-01,1855,2,0.199
1855-03-01,1855,3,0.199
1855-04-01,1855,4,-0.213
1855-05-01,1855,5,-0.494
1855-06-01,1855,6,-0.537
1855-07-01,1855,7,-0.287
1855-08-01,1855,8,0.403
1855-09-01,1855,9,0.762
1855-10-01,1855,10,0.402
1855-11-01,1855,11,0.324
1855-12-01,1855,12,0.504
1856-01-01,1856,1,0.604
1856-02-01,1856,2,0.444
1856-03-01,1856,3,0.542
1856-04-01,1856,4,-0.237
1856-05-01,1856,5,-0.295
1856-06-01,1856,6,-0.342
1856-07-01,1856,7,-0.453
1856-08-01,1856,8,-0.711
1856-09-01,1856,9,-0.674
1856-10-01,1856,10,-0.766
1856-11-01,1856,11,-0.988
1856-12-01,1856,12,-1.207
1857-01-01,1857,1,-1.393
1857-02-01,1857,2,-1.172
1857-03-01,1857,3,-0.913
1857-04-01,1857,4,-0.663
1857-05-01,1857,5,-0.168
1857-06-01,1857,6,0.233
1857-07-01,1857,7,0.157
1857-08-01,1857,8,-0.144
1857-09-01,1857,9,-0.188
1857-10-01,1857,10,-0.207
1857-11-01,1857,11,0.129
1857-12-01,1857,12,0.189
1858-01-01,1858,1,0.165
1858-02-01,1858,2,0.287
1858-03-01,1858,3,-0.051
1858-04-01,1858,4,0.054
1858-05-01,1858,5,0.353
1858-06-01,1858,6,1.035
1858-07-01,1858,7,0.774
1858-08-01,1858,8,0.647
1858-09-01,1858,9,0.37
1858-10-01,1858,10,0.526
1858-11-01,1858,11,0.212
1858-12-01,1858,12,-0.316
1859-01-01,1859,1,-0.415
1859-02-01,1859,2,-0.526
1859-03-01,1859,3,-0.442
1859-04-01,1859,4,-0.674
1859-05-01,1859,5,-0.531
1859-06-01,1859,6,-0.636
1859-07-01,1859,7,-0.385
1859-08-01,1859,8,-0.191
1859-09-01,1859,9,-0.42
1859-10-01,1859,10,-0.462
1859-11-01,1859,11,-0.353
1859-12-01,1859,12,-0.354
1860-01-01,1860,1,-0.559
1860-02-01,1860,2,-0.572
1860-03-01,1860,3,-0.517
1860-04-01,1860,4,-0.711
1860-05-01,1860,5,-0.662
1860-06-01,1860,6,-0.402
1860-07-01,1860,7,-0.015
1860-08-01,1860,8,-0.324
1860-09-01,1860,9,-0.503
1860-10-01,1860,10,-1.198
1860-11-01,1860,11,-0.962
1860-12-01,1860,12,-0.722
1861-01-01,1861,1,-0.702
1861-02-01,1861,2,-0.481
1861-03-01,1861,3,-0.204
1861-04-01,1861,4,-0.77
1861-05-01,1861,5,-0.574
1861-06-01,1861,6,-0.23
1861-07-01,1861,7,-0.284
1861-08-01,1861,8,-0.331
1861-09-01,1861,9,-0.873
1861-10-01,1861,10,-0.887
1861-11-01,1861,11,-1.024
1861-12-01,1861,12,-0.97
1862-01-01,1862,1,-0.935
1862-02-01,1862,2,-0.641
1862-03-01,1862,3,-0.662
1862-04-01,1862,4,-0.675
1862-05-01,1862,5,-0.833
1862-06-01,1862,6,-0.924
1862-07-01,1862,7,-0.542
1862-08-01,1862,8,-0.394
1862-09-01,1862,9,-0.095
1862-10-01,1862,10,-0.429
1862-11-01,1862,11,-0.393
1862-12-01,1862,12,-0.733
1863-01-01,1863,1,-0.743
1863-02-01,1863,2,-0.407
1863-03-01,1863,3,-0.773
1863-04-01,1863,4,-0.823
1863-05-01,1863,5,-0.63
1863-06-01,1863,6,-0.726
1863-07-01,1863,7,-0.072
1863-08-01,1863,8,-0.244
1863-09-01,1863,9,-0.18
1863-10-01,1863,10,-0.326
1863-11-01,1863,11,-0.084
1863-12-01,1863,12,-0.175
1864-01-01,1864,1,-0.341
1864-02-01,1864,2,-0.455
1864-03-01,1864,3,-0.655
1864-04-01,1864,4,-0.625
1864-05-01,1864,5,-0.529
1864-06-01,1864,6,-0.171
1864-07-01,1864,7,0.008
1864-08-01,1864,8,-0.174
1864-09-01,1864,9,-0.132
1864-10-01,1864,10,-0.014
1864-11-01,1864,11,-0.095
1864-12-01,1864,12,0.08
1865-01-01,1865,1,-0.793
1865-02-01,1865,2,-0.319
1865-03-01,1865,3,-0.151
1865-04-01,1865,4,-0.356
1865-05-01,1865,5,-0.297
1865-06-01,1865,6,-0.53
1865-07-01,1865,7,-0.729
1865-08-01,1865,8,-0.552
1865-09-01,1865,9,-0.473
1865-10-01,1865,10,-0.501
1865-11-01,1865,11,-0.498
1865-12-01,1865,12,-0.43
1866-01-01,1866,1,-0.588
1866-02-01,1866,2,-0.624
1866-03-01,1866,3,-1.154
1866-04-01,1866,4,-0.77
1866-05-01,1866,5,-0.387
1866-06-01,1866,6,-0.416
1866-07-01,1866,7,-0.335
1866-08-01,1866,8,-0.254
1866-09-01,1866,9,0.03
1866-10-01,1866,10,-0.491
1866-11-01,1866,11,-0.551
1866-12-01,1866,12,-0.379
1867-01-01,1867,1,-0.449
1867-02-01,1867,2,-0.739
1867-03-01,1867,3,-1.076
1867-04-01,1867,4,-0.971
1867-05-01,1867,5,0.258
1867-06-01,1867,6,-0.003
1867-07-01,1867,7,-0.136
1867-08-01,1867,8,-0.32
1867-09-01,1867,9,-0.638
1867-10-01,1867,10,-0.435
1867-11-01,1867,11,-0.043
1867-12-01,1867,12,-0.078
1868-01-01,1868,1,-0.265
1868-02-01,1868,2,-0.03
1868-03-01,1868,3,-0.155
1868-04-01,1868,4,-0.471
1868-05-01,1868,5,-0.366
1868-06-01,1868,6,-0.627
1868-07-01,1868,7,-0.405
1868-08-01,1868,8,-0.283
1868-09-01,1868,9,-0.033
1868-10-01,1868,10,-0.122
1868-11-01,1868,11,-0.319
1868-12-01,1868,12,-0.349
1869-01-01,1869,1,-0.365
1869-02-01,1869,2,-0.374
1869-03-01,1869,3,-0.325
1869-04-01,1869,4,-0.249
1869-05-01,1869,5,0.015
1869-06-01,1869,6,0.123
1869-07-01,1869,7,0.096
1869-08-01,1869,8,-0.611
1869-09-01,1869,9,-0.996
1869-10-01,1869,10,-1.295
1869-11-01,1869,11,-0.814
1869-12-01,1869,12,-1.252
1870-01-01,1870,1,-1.016
1870-02-01,1870,2,-1.416
1870-03-01,1870,3,-1.064
1870-04-01,1870,4,-1.073
1870-05-01,1870,5,-1.225
1870-06-01,1870,6,-1.136
1870-07-01,1870,7,-1.189
1870-08-01,1870,8,-0.627
1870-09-01,1870,9,-0.812
1870-10-01,1870,10,-1.181
1870-11-01,1870,11,-1.089
1870-12-01,1870,12,-1.002
1871-01-01,1871,1,-0.689
1871-02-01,1871,2,-0.671
1871-03-01,1871,3,-0.391
1871-04-01,1871,4,-0.163
1871-05-01,1871,5,-0.314
1871-06-01,1871,6,-0.024
1871-07-01,1871,7,-0.054
1871-08-01,1871,8,0.138
1871-09-01,1871,9,0.031
1871-10-01,1871,10,-0.563
1871-11-01,1871,11,-0.385
1871-12-01,1871,12,-0.385
1872-01-01,1872,1,-0.579
1872-02-01,1872,2,-0.741
1872-03-01,1872,3,-0.752
1872-04-01,1872,4,-0.809
1872-05-01,1872,5,-0.634
1872-06-01,1872,6,-0.683
1872-07-01,1872,7,0.038
1872-08-01,1872,8,-0.516
1872-09-01,1872,9,-0.527
1872-10-01,1872,10,-0.812
1872-11-01,1872,11,-1.361
1872-12-01,1872,12,-1.782
1873-01-01,1873,1,-1.679
1873-02-01,1873,2,-1.824
1873-03-01,1873,3,-1.48
1873-04-01,1873,4,-1.421
1873-05-01,1873,5,-0.759
1873-06-01,1873,6,-0.923
1873-07-01,1873,7,-0.828
1873-08-01,1873,8,-0.667
1873-09-01,1873,9,-0.797
1873-10-01,1873,10,-0.895
1873-11-01,1873,11,-0.818
1873-12-01,1873,12,-0.7
1874-01-01,1874,1,-0.897
1874-02-01,1874,2,-1.242
1874-03-01,1874,3,-1.004
1874-04-01,1874,4,-0.738
1874-05-01,1874,5,-0.871
1874-06-01,1874,6,-1.125
1874-07-01,1874,7,-1.036
1874-08-01,1874,8,-0.804
1874-09-01,1874,9,-0.747
1874-10-01,1874,10,-0.943
1874-11-01,1874,11,-0.914
1874-12-01,1874,12,-1.227
1875-01-01,1875,1,-0.95
1875-02-01,1875,2,-0.801
1875-03-01,1875,3,-0.683
1875-04-01,1875,4,-0.879
1875-05-01,1875,5,-0.808
1875-06-01,1875,6,-0.811
1875-07-01,1875,7,-0.673
1875-08-01,1875,8,-0.72
1875-09-01,1875,9,-0.874
1875-10-01,1875,10,-0.998
1875-11-01,1875,11,-0.99
1875-12-01,1875,12,-0.974
1876-01-01,1876,1,-1.358
1876-02-01,1876,2,-1.359
1876-03-01,1876,3,-1.516
1876-04-01,1876,4,-1.534
1876-05-01,1876,5,-1.423
1876-06-01,1876,6,-0.767
1876-07-01,1876,7,-0.779
1876-08-01,1876,8,-0.824
1876-09-01,1876,9,-0.475
1876-10-01,1876,10,-0.063
1876-11-01,1876,11,-0.008
1876-12-01,1876,12,-0.049
1877-01-01,1877,1,0.012
1877-02-01,1877,2,-0.088
1877-03-01,1877,3,-0.003
1877-04-01,1877,4,0.409
1877-05-01,1877,5,0.436
1877-06-01,1877,6,0.692
1877-07-01,1877,7,1.09
1877-08-01,1877,8,1.345
1877-09-01,1877,9,1.429
1877-10-01,1877,10,1.435
1877-11-01,1877,11,1.559
1877-12-01,1877,12,1.724
1878-01-01,1878,1,1.717
1878-02-01,1878,2,2.202
1878-03-01,1878,3,1.399
1878-04-01,1878,4,1.121
1878-05-01,1878,5,0.694
1878-06-01,1878,6,0.101
1878-07-01,1878,7,0.025
1878-08-01,1878,8,0.048
1878-09-01,1878,9,-0.349
1878-10-01,1878,10,-0.555
1878-11-01,1878,11,-0.63
1878-12-01,1878,12,-0.334
1879-01-01,1879,1,-0.256
1879-02-01,1879,2,-0.454
1879-03-01,1879,3,-0.634
1879-04-01,1879,4,-0.591
1879-05-01,1879,5,-0.975
1879-06-01,1879,6,-1.235
1879-07-01,1879,7,-1.251
1879-08-01,1879,8,-0.701
1879-09-01,1879,9,-0.567
1879-10-01,1879,10,-1.066
1879-11-01,1879,11,-1.423
1879-12-01,1879,12,-1.224
1880-01-01,1880,1,-1.066
1880-02-01,1880,2,-0.591
1880-03-01,1880,3,-0.586
1880-04-01,1880,4,-0.903
1880-05-01,1880,5,-0.936
1880-06-01,1880,6,-0.603
1880-07-01,1880,7,-0.036
1880-08-01,1880,8,-0.031
1880-09-01,1880,9,-0.254
1880-10-01,1880,10,0.516
1880-11-01,1880,11,0.387
1880-12-01,1880,12,0.313
1881-01-01,1881,1,0.251
1881-02-01,1881,2,0.295
1881-03-01,1881,3,0.408
1881-04-01,1881,4,0.371
1881-05-01,1881,5,0.405
1881-06-01,1881,6,0.303
1881-07-01,1881,7,-0.355
1881-08-01,1881,8,-0.372
1881-09-01,1881,9,0.169
1881-10-01,1881,10,0.087
1881-11-01,1881,11,-0.002
1881-12-01,1881,12,-0.196
1882-01-01,1882,1,-0.524
1882-02-01,1882,2,-0.455
1882-03-01,1882,3,-0.166
1882-04-01,1882,4,-0.051
1882-05-01,1882,5,-0.162
1882-06-01,1882,6,-0.632
1882-07-01,1882,7,-0.788
1882-08-01,1882,8,-0.527
1882-09-01,1882,9,-0.402
1882-10-01,1882,10,-0.397
1882-11-01,1882,11,-0.603
1882-12-01,1882,12,-0.677
1883-01-01,1883,1,-0.579
1883-02-01,1883,2,-0.17
1883-03-01,1883,3,-0.063
1883-04-01,1883,4,0.169
1883-05-01,1883,5,0.072
1883-06-01,1883,6,-0.073
1883-07-01,1883,7,-0.526
1883-08-01,1883,8,-0.492
1883-09-01,1883,9,-0.307
1883-10-01,1883,10,-0.287
1883-11-01,1883,11,0.033
1883-12-01,1883,12,-0.439
1884-01-01,1884,1,-0.296
1884-02-01,1884,2,-0.413
1884-03-01,1884,3,-0.23
1884-04-01,1884,4,-0.209
1884-05-01,1884,5,0.258
1884-06-01,1884,6,0.246
1884-07-01,1884,7,0.397
1884-08-01,1884,8,0.385
1884-09-01,1884,9,0.736
1884-10-01,1884,10,1.007
1884-11-01,1884,11,1.062
1884-12-01,1884,12,1.175
1885-01-01,1885,1,0.966
1885-02-01,1885,2,0.657
1885-03-01,1885,3,0.65
1885-04-01,1885,4,0.576
1885-05-01,1885,5,0.762
1885-06-01,1885,6,0.427
1885-07-01,1885,7,0.172
1885-08-01,1885,8,0.505
1885-09-01,1885,9,0.869
1885-10-01,1885,10,1.189
1885-11-01,1885,11,1.128
1885-12-01,1885,12,0.974
1886-01-01,1886,1,0.587
1886-02-01,1886,2,0.185
1886-03-01,1886,3,-0.192
1886-04-01,1886,4,0.065
1886-05-01,1886,5,-0.475
1886-06-01,1886,6,-0.885
1886-07-01,1886,7,-0.556
1886-08-01,1886,8,-0.632
1886-09-01,1886,9,-0.5
1886-10-01,1886,10,-0.97
1886-11-01,1886,11,-1.278
1886-12-01,1886,12,-1.291
1887-01-01,1887,1,-1.296
1887-02-01,1887,2,-1.439
1887-03-01,1887,3,-1.363
1887-04-01,1887,4,-0.994
1887-05-01,1887,5,-0.831
1887-06-01,1887,6,-0.632
1887-07-01,1887,7,0.157
1887-08-01,1887,8,0.012
1887-09-01,1887,9,-0.302
1887-10-01,1887,10,0.139
1887-11-01,1887,11,0.164
1887-12-01,1887,12,0.241
1888-01-01,1888,1,0.547
1888-02-01,1888,2,0.958
1888-03-01,1888,3,1.012
1888-04-01,1888,4,0.764
1888-05-01,1888,5,0.735
1888-06-01,1888,6,0.632
1888-07-01,1888,7,0.54
1888-08-01,1888,8,0.679
1888-09-01,1888,9,1.298
1888-10-01,1888,10,1.402
1888-11-01,1888,11,1.489
1888-12-01,1888,12,1.415
1889-01-01,1889,1,1.39
1889-02-01,1889,2,1.2
1889-03-01,1889,3,0.905
1889-04-01,1889,4,1.008
1889-05-01,1889,5,0.67
1889-06-01,1889,6,0.293
1889-07-01,1889,7,-0.347
1889-08-01,1889,8,-0.795
1889-09-01,1889,9,-0.96
1889-10-01,1889,10,-1.189
1889-11-01,1889,11,-0.77
1889-12-01,1889,12,-0.746
1890-01-01,1890,1,-1.005
1890-02-01,1890,2,-1.347
1890-03-01,1890,3,-1.066
1890-04-01,1890,4,-0.786
1890-05-01,1890,5,-0.565
1890-06-01,1890,6,-1.065
1890-07-01,1890,7,-0.782
1890-08-01,1890,8,-0.753
1890-09-01,1890,9,-0.265
1890-10-01,1890,10,-0.891
1890-11-01,1890,11,-1.114
1890-12-01,1890,12,-0.789
1891-01-01,1891,1,-0.327
1891-02-01,1891,2,-0.419
1891-03-01,1891,3,-0.324
1891-04-01,1891,4,0.284
1891-05-01,1891,5,0.5
1891-06-01,1891,6,0.461
1891-07-01,1891,7,0.458
1891-08-01,1891,8,0.016
1891-09-01,1891,9,-0.164
1891-10-01,1891,10,0.152
1891-11-01,1891,11,0.202
1891-12-01,1891,12,-0.223
1892-01-01,1892,1,-0.393
1892-02-01,1892,2,-0.523
1892-03-01,1892,3,-0.684
1892-04-01,1892,4,-0.835
1892-05-01,1892,5,-1.199
1892-06-01,1892,6,-1.238
1892-07-01,1892,7,-0.982
1892-08-01,1892,8,-1.317
1892-09-01,1892,9,-1.871
1892-10-01,1892,10,-1.715
1892-11-01,1892,11,-1.717
1892-12-01,1892,12,-1.351
1893-01-01,1893,1,-1.099
1893-02-01,1893,2,-0.991
1893-03-01,1893,3,-1.0
1893-04-01,1893,4,-1.414
1893-05-01,1893,5,-1.557
1893-06-01,1893,6,-1.413
1893-07-01,1893,7,-1.335
1893-08-01,1893,8,-1.104
1893-09-01,1893,9,-1.163
1893-10-01,1893,10,-1.348
1893-11-01,1893,11,-1.166
1893-12-01,1893,12,-1.117
1894-01-01,1894,1,-1.123
1894-02-01,1894,2,-1.219
1894-03-01,1894,3,-1.119
1894-04-01,1894,4,-0.847
1894-05-01,1894,5,-1.113
1894-06-01,1894,6,-0.804
1894-07-01,1894,7,-1.21
1894-08-01,1894,8,-0.924
1894-09-01,1894,9,-1.155
1894-10-01,1894,10,-1.146
1894-11-01,1894,11,-1.447
1894-12-01,1894,12,-1.199
1895-01-01,1895,1,-1.191
1895-02-01,1895,2,-0.794
1895-03-01,1895,3,-0.596
1895-04-01,1895,4,-0.314
1895-05-01,1895,5,-0.01
1895-06-01,1895,6,-0.112
1895-07-01,1895,7,0.062
1895-08-01,1895,8,0.022
1895-09-01,1895,9,-0.108
1895-10-01,1895,10,-0.08
1895-11-01,1895,11,0.015
1895-12-01,1895,12,0.198
1896-01-01,1896,1,0.16
1896-02-01,1896,2,-0.168
1896-03-01,1896,3,-0.261
1896-04-01,1896,4,-0.077
1896-05-01,1896,5,0.086
1896-06-01,1896,6,0.389
1896-07-01,1896,7,0.634
1896-08-01,1896,8,0.854
1896-09-01,1896,9,0.94
1896-10-01,1896,10,0.701
1896-11-01,1896,11,1.027
1896-12-01,1896,12,1.184
1897-01-01,1897,1,1.081
1897-02-01,1897,2,0.725
1897-03-01,1897,3,0.286
1897-04-01,1897,4,0.022
1897-05-01,1897,5,0.362
1897-06-01,1897,6,0.58
1897-07-01,1897,7,0.572
1897-08-01,1897,8,0.164
1897-09-01,1897,9,-0.197
1897-10-01,1897,10,-0.072
1897-11-01,1897,11,-0.289
1897-12-01,1897,12,-0.408
1898-01-01,1898,1,-0.187
1898-02-01,1898,2,-0.456
1898-03-01,1898,3,-0.696
1898-04-01,1898,4,-0.501
1898-05-01,1898,5,-0.581
1898-06-01,1898,6,-0.561
1898-07-01,1898,7,-0.772
1898-08-01,1898,8,-0.603
1898-09-01,1898,9,-0.476
1898-10-01,1898,10,-0.257
1898-11-01,1898,11,-0.216
1898-12-01,1898,12,-0.595
1899-01-01,1899,1,-0.76
1899-02-01,1899,2,-0.568
1899-03-01,1899,3,-0.457
1899-04-01,1899,4,-0.095
1899-05-01,1899,5,-0.021
1899-06-01,1899,6,0.013
1899-07-01,1899,7,0.186
1899-08-01,1899,8,0.607
1899-09-01,1899,9,0.83
1899-10-01,1899,10,0.894
1899-11-01,1899,11,1.317
1899-12-01,1899,12,1.461
1900-01-01,1900,1,1.458
1900-02-01,1900,2,1.115
1900-03-01,1900,3,1.024
1900-04-01,1900,4,1.244
1900-05-01,1900,5,1.077
1900-06-01,1900,6,0.956
1900-07-01,1900,7,0.821
1900-08-01,1900,8,0.624
1900-09-01,1900,9,0.069
1900-10-01,1900,10,0.347
1900-11-01,1900,11,0.638
1900-12-01,1900,12,0.69
1901-01-01,1901,1,0.761
1901-02-01,1901,2,0.411
1901-03-01,1901,3,-0.031
1901-04-01,1901,4,-0.017
1901-05-01,1901,5,-0.364
1901-06-01,1901,6,-0.536
1901-07-01,1901,7,-0.512
1901-08-01,1901,8,-0.245
1901-09-01,1901,9,-0.082
1901-10-01,1901,10,0.021
1901-11-01,1901,11,0.367
1901-12-01,1901,12,0.427
